Productgroepcode,Productgroep_oms,Productcode,Product_omschrijving,Product_description,Product_synoniemen,Meeteenheid,Hoeveelheid,Commentaarregel,Verrijkt_met,Bevat_een_spoor_van,ENERCJ_kJ,ENERCC_kcal,PROT_g,PROTPL_g,PROTAN_g,NT_g,CHO_g,SUGAR_g,STARCH_g,POLYL_g,FIBT_g,ALC_g,WATER_g,OA_g,FAT_g,FACID_g,FASAT_g,FAMSCIS_g,FAPU_g,FAPUN3_g,FAPUN6_g,FATRS_g,F4_0_g,F6_0_g,F8_0_g,F10_0_g,F11_0_g,F12_0_g,F13_0_g,F14_0_g,F15_0_g,F16_0_g,F17_0_g,F18_0_g,F19_0_g,F20_0_g,F21_0_g,F22_0_g,F23_0_g,F24_0_g,F25_0_g,F26_0_g,FASATXR_g,F10_1CIS_g,F12_1CIS_g,F14_1CIS_g,F16_1CIS_g,F18_1CIS_g,F20_1CIS_g,F22_1CIS_g,F24_1CIS_g,FAMSCXR_g,F18_2CN6_g,F18_2CN9_g,F18_2CT_g,F18_2TC_g,F18_2R_g,F18_3CN3_g,F18_3CN6_g,F18_4CN3_g,F20_2CN6_g,F20_3CN9_g,F20_3CN6_g,F20_3CN3_g,F20_4CN6_g,F20_4CN3_g,F20_5CN3_g,F21_5CN3_g,F22_2CN6_g,F22_2CN3_g,F22_3CN3_g,F22_4CN6_g,F22_5CN6_g,F22_5CN3_g,F22_6CN3_g,F24_2CN6_g,FAPUXR_g,F10_1TRS_g,F12_1TRS_g,F14_1TRS_g,F16_1TRS_g,F18_1TRS_g,F18_2TTN6_g,F18_3TTTN3_g,F20_1TRS_g,F20_2TT_g,F22_1TRS_g,F24_1TRS_g,FAMSTXR_g,FAUN_g,CHORL_mg,NA_mg,K_mg,CA_mg,P_mg,MG_mg,FE_mg,HAEM_mg,NHAEM_mg,CU_mg,SE_mug,ZN_mg,ID_mug,ASH_g,VITA_RAE_mug,VITA_RE_mug,RETOL_mug,CARTBTOT_mug,CARTA_mug,LUTN_mug,ZEA_mug,CRYPXB_mug,LYCPN_mug,VITD_mug,CHOCALOH_mug,CHOCAL_mug,VITE_mg,TOCPHA_mg,TOCPHB_mg,TOCPHG_mg,TOCPHD_mg,VITK_mug,VITK1_mug,VITK2_mug,THIA_mg,RIBF_mg,VITB6_mg,VITB12_mug,NIA_mg,FOL_mug,FOLFD_mug,FOLAC_mug,VITC_mg
9,Groente,561,Postelein rauw,Purslane raw,,g,100,Per 100g.,,,54,13,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,2.5,0.0,95.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,800.0,125.0,70.0,68.0,3.0,0.0,3.0,0.11,,0.17,4.0,,183.0,365.0,0.0,2191.0,0.0,4192.0,8.0,0.0,72.0,0.0,0.0,0.0,,,,,,,,,0.06,0.04,0.06,0.0,0.2,130.9,130.9,0.0,20.0
9,Groente,562,Prei rauw,Leek raw,,g,100,Per 100g.,,,118,28,1.5,1.5,0.0,,3.5,3.0,0.5,0.0,3.0,0.0,91.2,,0.2,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.06,,,,,0.04,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,4.0,231.0,39.0,32.0,11.0,0.4,0.0,0.4,0.04,1.0,0.4,2.5,0.5,28.0,55.0,0.0,323.0,18.0,782.0,0.0,0.0,39.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,0.0,10.1,10.1,,0.04,0.05,0.18,0.0,0.5,66.4,66.4,0.0,7.0
9,Groente,563,Snijbiet rauw,Swiss chard leaf raw,,g,100,Per 100g.,,,122,29,3.0,3.0,0.0,,3.0,3.0,0.0,0.0,2.5,0.0,93.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,300.0,90.0,40.0,11.0,4.0,0.0,4.0,,,,,,383.0,766.0,0.0,4568.0,58.0,,,0.0,,0.0,0.0,0.0,,,,,,830.0,830.0,,0.1,0.17,0.23,0.0,0.4,165.0,165.0,0.0,35.0
9,Groente,564,Spruitjes rauw,Brussel sprouts raw,,g,100,Per 100g.,,,192,46,2.3,2.3,0.0,,5.6,1.4,4.2,0.0,4.1,0.0,86.0,,0.7,0.5,0.1,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,7.0,412.0,30.0,125.0,8.0,0.6,0.0,0.6,0.02,3.0,0.4,1.0,,12.0,24.0,0.0,145.0,0.0,122.0,28.0,0.0,32.0,0.0,0.0,0.0,1.0,,,,,153.0,153.0,,0.12,0.12,0.3,0.0,0.5,95.3,95.3,0.0,150.0
9,Groente,650,Kool rode m appeltjes diepvries gekookt,Cabbage red w apple pieces frozen boiled,,g,100,Per 100g. Iglo.,,,247,59,1.1,1.1,0.0,,9.9,8.8,1.1,0.0,2.9,0.0,85.9,,1.0,0.9,0.2,0.1,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,9.0,182.0,34.0,27.0,8.0,0.4,0.0,0.4,0.02,1.0,0.15,,,1.0,1.0,0.0,7.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,40.5,40.5,,0.03,0.02,0.1,0.0,0.2,17.0,17.0,0.0,20.0
9,Groente,651,Spinazie a la creme diepvries gekookt,Spinach creamed frozen boiled,,g,100,Per 100g.,,,286,69,3.0,2.9,0.2,,5.0,0.0,5.0,0.0,1.3,0.0,86.0,0.0,3.8,3.4,1.8,0.8,0.7,0.5,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,0.45,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,13.7,250.0,300.0,175.0,90.0,48.0,2.2,0.0,2.2,0.08,0.0,0.31,2.5,,333.0,636.0,29.0,3611.0,9.0,6165.0,17.0,53.0,139.0,0.1,0.0,0.1,3.3,3.2,0.0,0.4,0.0,535.4,535.1,0.3,0.06,0.17,0.09,0.01,0.7,70.0,70.0,0.0,5.0
9,Groente,672,Agoemawiwiri rauw,Black nightshade raw,,g,100,Per 100g.,,,252,60,5.0,5.0,0.0,,7.0,3.0,4.0,0.0,1.4,0.0,85.0,,1.0,0.7,0.0,0.0,0.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,200.0,60.0,,9.9,0.0,9.9,,,,,,0.0,80.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.18,0.35,,0.0,0.1,52.0,52.0,0.0,61.0
9,Groente,673,Amsoi rauw,Mustard leaves raw,Mosterblad rauw,g,100,Per 100g.,,,134,32,2.5,2.5,0.0,,3.2,0.7,2.5,0.0,3.2,0.0,90.8,,0.3,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,330.0,130.0,45.0,32.0,2.1,0.0,2.1,0.02,0.0,0.23,2.0,,151.0,302.0,0.0,1790.0,10.0,,,40.0,0.0,0.0,0.0,0.0,2.0,,,,,31.8,31.8,,0.07,0.13,0.18,0.0,0.8,12.0,12.0,0.0,71.0
9,Groente,674,Antroewa rauw,Antroewa raw,Afrikaanse aubergine,g,100,Per 100g.,,,129,30,1.0,1.0,0.0,,6.0,2.0,4.0,0.0,1.2,0.0,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,279.0,25.0,30.0,11.0,0.8,0.0,0.8,,0.0,0.2,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.04,0.04,0.09,0.0,0.8,18.0,18.0,0.0,3.0
9,Groente,675,Dagoeblad rauw,Dagoe leaf raw,Waterspinazie/kangkoeng rauw,g,100,Per 100g.,,,145,34,3.0,3.0,0.0,,5.0,0.0,5.0,0.0,1.1,0.0,90.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,470.0,75.0,50.0,,2.5,0.0,2.5,,,,,,0.0,640.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.07,0.12,,0.0,0.7,52.0,52.0,0.0,16.0
9,Groente,676,Kaisoi rauw,Kaisoi raw,,g,100,Per 100g.,,,137,32,3.0,3.0,0.0,,5.0,5.0,0.0,0.0,0.1,0.0,91.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,300.0,80.0,40.0,24.0,0.4,0.0,0.4,0.9,,,,,0.0,200.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.07,0.21,,0.0,6.2,77.0,77.0,0.0,27.0
9,Groente,677,Klaroen rauw,Amaranth leaves raw,,g,100,Per 100g.,,,236,56,4.0,4.0,0.0,,7.0,3.0,4.0,0.0,1.5,0.0,86.0,,1.0,0.7,0.0,0.0,0.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,420.0,315.0,75.0,55.0,5.6,0.0,5.6,0.13,,0.6,,,144.0,287.0,0.0,1585.0,185.0,,,93.0,,0.0,0.0,0.0,,,,,,,,,0.05,0.24,0.19,0.0,1.2,85.0,85.0,0.0,12.0
9,Groente,679,Kousenband rauw,Beans long yard Kousenband raw,Bonen kousenband rauw,g,100,Per 100g.,,,180,43,3.0,3.0,0.0,,7.0,0.0,7.0,0.0,1.3,0.0,89.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,233.0,55.0,70.0,44.0,1.4,0.0,1.4,0.05,0.0,0.37,,,25.0,51.0,0.0,297.0,13.0,611.0,66.0,1.0,88.0,0.0,0.0,0.0,0.2,,,,,14.4,14.4,,0.09,0.12,,0.0,1.1,50.7,50.7,0.0,1.0
9,Groente,680,Okra rauw,Okra raw,Oker rauw,g,100,Per 100g.,,,96,23,1.9,1.9,0.0,,1.8,1.5,0.3,0.0,3.2,0.0,89.6,,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,299.0,82.0,61.0,57.0,0.6,0.0,0.6,0.11,1.0,0.58,5.6,0.9,37.0,74.0,0.0,432.0,27.0,,,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.2,0.0,31.3,31.3,,0.2,0.06,0.22,0.0,1.0,74.0,74.0,0.0,23.0
9,Groente,681,Poeng rauw,Bottlegourd poeng,,g,100,Per 100g.,,,131,31,1.0,1.0,0.0,,6.0,2.0,4.0,0.0,1.5,0.0,92.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,151.0,20.0,20.0,9.0,0.5,0.0,0.5,0.03,,0.7,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.04,0.03,0.04,0.0,0.6,6.0,6.0,0.0,16.0
9,Groente,682,Pompoen rauw,Pumpkin raw,,g,100,Per 100g.,,RIBF,60,14,0.7,0.7,0.0,0.1,2.0,1.7,0.3,0.0,1.0,0.0,95.0,,0.2,0.2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,130.0,29.0,19.0,10.0,0.4,0.0,0.4,0.02,,0.2,0.2,0.8,12.0,24.0,0.0,142.0,8.0,294.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1,,,,,1.1,1.1,,0.16,0.0,0.02,0.0,0.1,10.0,10.0,0.0,14.0
9,Groente,683,Sopropo rauw,Bitter gourd pods raw,Bitterkomkommer rauw,g,100,Per 100g.,,,61,15,1.0,1.0,0.0,,0.9,0.8,0.1,0.0,2.8,0.0,94.0,,0.2,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,296.0,19.0,31.0,17.0,0.4,0.0,0.4,0.03,0.0,0.8,,1.1,24.0,47.0,0.0,190.0,185.0,,,,,0.0,0.0,0.0,0.1,,,,,4.8,4.8,,0.04,0.04,0.043,0.0,0.4,72.0,72.0,0.0,84.0
9,Groente,684,Tajerblad rauw,Tannia leaves raw,Tayerblad; boterblad,g,100,Per 100g.,,,79,19,2.0,2.0,0.0,,2.0,1.0,1.0,0.0,1.4,0.0,90.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,960.0,180.0,43.0,45.0,1.9,0.0,1.9,0.32,,0.9,,,516.0,1030.0,0.0,6186.0,,,,,,0.0,0.0,0.0,,,,,,108.6,108.6,,0.06,0.14,0.19,0.0,0.9,39.0,39.0,0.0,27.0
9,Groente,849,Venkel rauw,Fennel raw,,g,100,Per 100g.,,,70,17,1.0,1.0,0.0,,2.0,2.0,0.0,0.0,2.4,0.0,94.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,400.0,70.0,45.0,8.0,1.4,0.0,1.4,0.02,0.0,0.25,5.0,,12.0,23.0,0.0,140.0,,,,,,0.0,0.0,0.0,0.2,,,,,4.1,4.1,,0.23,0.11,0.1,0.0,0.2,42.0,42.0,0.0,5.0
9,Groente,850,Groente zoetzuur atjar tjampoer glas,Vegetables mixed pickled Atjar tjampoer glass,,g,100,"Per 100g. Gemiddelde van Conimex, Go-Tan, Inproba en Kesbeke.",,,177,42,1.0,1.0,0.0,,7.6,7.0,0.6,0.0,2.4,0.0,87.6,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,78.0,26.0,13.0,4.0,0.1,0.0,0.1,0.02,1.0,0.05,1.6,1.0,27.0,54.0,0.0,279.0,87.0,22.0,14.0,3.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,28.1,28.1,,0.02,0.02,0.05,0.0,0.2,11.9,11.9,0.0,9.0
9,Groente,851,Paprika zoetzuur glas,Sweet pepper pickled glass,,g,100,Per 100g.,,,66,16,0.9,0.9,0.0,,2.0,2.0,0.0,0.0,1.7,0.0,95.3,,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,600.0,90.0,17.0,20.0,11.0,0.4,0.0,0.4,0.13,1.0,0.18,2.0,,81.0,163.0,0.0,851.0,22.0,28.0,218.0,229.0,101.0,0.0,0.0,0.0,0.8,,,,,5.1,5.1,,0.03,0.03,0.1,0.0,0.6,30.0,30.0,0.0,47.0
9,Groente,884,Paprika rode rauw,Sweet pepper red raw,Paprika rood rauw,g,100,Per 100g.,,,106,25,0.8,0.8,0.0,,4.3,4.3,0.0,0.0,1.8,0.0,91.6,,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,299.0,7.0,32.0,12.0,0.4,0.0,0.4,0.05,0.0,0.32,1.0,0.5,70.0,141.0,0.0,742.0,19.0,29.0,245.0,187.0,49.0,0.0,0.0,0.0,3.1,3.0,0.1,0.3,0.0,4.9,4.9,,0.04,0.07,0.29,0.0,1.0,41.4,41.4,0.0,150.0
9,Groente,885,Paprika rode gekookt,Sweet pepper red boiled,Paprika rood gekookt,g,100,Per 100g.,,,119,28,0.9,0.9,0.0,,5.1,4.2,0.9,0.0,1.7,0.0,91.9,,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,195.0,9.0,25.0,10.0,0.4,0.0,0.4,0.05,1.0,0.27,1.0,0.4,81.0,163.0,0.0,851.0,22.0,28.0,218.0,229.0,101.0,0.0,0.0,0.0,4.4,4.3,0.2,0.4,0.1,5.1,5.1,,0.04,0.08,0.27,0.0,0.9,44.0,44.0,0.0,119.0
9,Groente,920,Broccoli gekookt,Broccoli boiled,,g,100,Per 100g.,,,112,27,3.9,3.9,0.0,,0.8,0.0,0.8,0.0,2.7,0.0,91.4,,0.3,0.2,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,399.0,33.0,97.0,19.0,0.9,0.0,0.9,0.06,0.0,0.62,2.0,0.9,58.0,116.0,0.0,691.0,0.0,924.0,0.0,7.0,0.0,0.0,0.0,0.0,2.5,2.4,0.0,0.9,0.0,156.0,156.0,0.0,0.05,0.07,0.077,0.0,0.5,68.7,68.7,0.0,38.0
